time, nusers, response_time, n_servers, global_load_avg, global_mem_util, avg_num_apps_per_server 
   8400.0, 311,    10.894, 16,    0.1069,    0.1339, 5 
   8410.0, 310,    10.492, 16,    0.1016,    0.1324, 4 
   8420.0, 310,    10.518, 16,    0.1014,    0.1307, 4 
   8430.0, 306,    11.448, 16,    0.1043,    0.1306, 4 
   8440.0, 305,    10.834, 16,    0.1034,    0.1290, 4 
   8450.0, 304,    10.900, 16,    0.1028,    0.1295, 4 
   8460.0, 301,    11.550, 16,    0.1028,    0.1286, 4 
   8470.0, 296,    11.064, 16,    0.1006,    0.1258, 4 
   8480.0, 295,    10.795, 16,    0.0988,    0.1229, 4 
   8490.0, 293,    10.813, 16,    0.0994,    0.1226, 4 
   8500.0, 289,    11.288, 16,    0.1007,    0.1216, 4 
   8510.0, 289,    11.336, 16,    0.1012,    0.1209, 4 
   8520.0, 288,    10.965, 16,    0.1012,    0.1213, 4 
   8530.0, 284,    11.125, 16,    0.0983,    0.1180, 3 
   8540.0, 280,    11.211, 16,    0.0982,    0.1160, 3 
   8550.0, 274,    11.642, 16,    0.1000,    0.1137, 3 
   8560.0, 273,    11.490, 16,    0.0985,    0.1135, 3 
   8570.0, 272,    11.418, 16,    0.0977,    0.1121, 3 
   8580.0, 269,    10.901, 16,    0.0977,    0.1120, 3 
   8590.0, 267,    11.329, 16,    0.0933,    0.1107, 3 
   8600.0, 267,    10.974, 16,    0.0925,    0.1094, 3 
   8610.0, 266,    10.398, 16,    0.0897,    0.1089, 3 
   8620.0, 264,    10.973, 16,    0.0915,    0.1097, 3 
   8630.0, 262,    10.673, 16,    0.0904,    0.1080, 3 
   8640.0, 261,    11.009, 16,    0.0904,    0.1077, 3 
   8650.0, 258,    10.912, 16,    0.0896,    0.1077, 3 
   8660.0, 258,    10.873, 16,    0.0885,    0.1064, 3 
   8670.0, 255,    11.260, 16,    0.0905,    0.1068, 3 
   8680.0, 251,    10.743, 16,    0.0897,    0.1052, 3 
   8690.0, 250,    11.234, 16,    0.0887,    0.1047, 3 
   8700.0, 249,    10.228, 16,    0.0887,    0.1039, 3 
   8710.0, 249,    10.987, 16,    0.0838,    0.1027, 3 
   8720.0, 246,    11.407, 16,    0.0870,    0.1022, 3 
   8730.0, 243,    11.015, 16,    0.0863,    0.1007, 3 
   8740.0, 243,    11.372, 16,    0.0857,    0.1003, 3 
   8750.0, 243,    11.498, 16,    0.0865,    0.1000, 3 
   8760.0, 241,    11.203, 16,    0.0865,    0.1002, 3 
   8770.0, 239,    10.861, 16,    0.0831,    0.0997, 2 
   8780.0, 237,    10.815, 16,    0.0806,    0.0979, 2 
   8790.0, 236,    10.984, 16,    0.0805,    0.0971, 2 
   8800.0, 234,    10.430, 16,    0.0794,    0.0966, 2 
   8810.0, 232,    10.846, 16,    0.0789,    0.0958, 2 
   8820.0, 229,    10.571, 16,    0.0789,    0.0950, 2 
   8830.0, 226,    10.942, 16,    0.0780,    0.0944, 2 
   8840.0, 225,    11.554, 16,    0.0788,    0.0927, 2 
   8850.0, 221,    10.713, 16,    0.0769,    0.0911, 2 
   8860.0, 220,    10.602, 16,    0.0752,    0.0909, 2 
   8870.0, 219,    10.083, 16,    0.0734,    0.0910, 2 
   8880.0, 218,    11.059, 16,    0.0734,    0.0904, 2 
   8890.0, 216,    10.708, 16,    0.0714,    0.0899, 2 
   8900.0, 214,    10.480, 16,    0.0708,    0.0880, 2 
   8910.0, 213,    10.957, 15,    0.0723,    0.0895, 2 
   8920.0, 212,    11.324, 15,    0.0734,    0.0898, 2 
   8930.0, 212,    10.283, 15,    0.0728,    0.0894, 2 
   8940.0, 211,    10.471, 15,    0.0722,    0.0897, 3 
   8950.0, 211,    11.322, 15,    0.0726,    0.0906, 3 
   8960.0, 209,    10.890, 14,    0.0740,    0.0898, 2 
   8970.0, 207,    11.332, 14,    0.0744,    0.0889, 2 
   8980.0, 206,    10.807, 14,    0.0738,    0.0882, 3 
   8990.0, 204,    10.610, 14,    0.0731,    0.0898, 3 
   9000.0, 204,    10.509, 13,    0.0731,    0.0886, 2 
   9010.0, 204,    11.009, 13,    0.0755,    0.0907, 3 
   9020.0, 201,    11.160, 13,    0.0735,    0.0890, 3 
   9030.0, 198,    11.481, 10,    0.0752,    0.0886, 3 
   9040.0, 196,    10.881, 10,    0.0729,    0.0875, 3 
   9050.0, 194,    10.997, 10,    0.0723,    0.0866, 3 
   9060.0, 194,    11.162, 10,    0.0723,    0.0845, 3 
   9070.0, 193,    11.059, 10,    0.0659,    0.0853, 3 
   9080.0, 193,    11.170, 10,    0.0659,    0.0848, 3 
   9090.0, 191,    10.321, 10,    0.0633,    0.0844, 3 
   9100.0, 188,    10.673, 10,    0.0625,    0.0830, 3 
   9110.0, 186,    11.362, 9,    0.0643,    0.0860, 3 
   9120.0, 186,    10.655, 9,    0.0643,    0.0871, 3 
   9130.0, 183,    10.095, 9,    0.0642,    0.0869, 3 
   9140.0, 180,    10.720, 9,    0.0647,    0.0853, 3 
   9150.0, 179,    10.656, 9,    0.0619,    0.0832, 3 
   9160.0, 177,    11.126, 9,    0.0619,    0.0831, 3 
   9170.0, 175,    10.377, 9,    0.0611,    0.0809, 3 
   9180.0, 172,    11.084, 9,    0.0612,    0.0794, 3 
   9190.0, 169,    10.694, 8,    0.0617,    0.0791, 3 
   9200.0, 169,    11.086, 8,    0.0620,    0.0787, 3 
   9210.0, 169,    10.918, 8,    0.0618,    0.0795, 3 
   9220.0, 169,    10.741, 8,    0.0619,    0.0793, 3 
   9230.0, 167,    10.149, 7,    0.0626,    0.0789, 3 
   9240.0, 166,    10.356, 7,    0.0626,    0.0798, 3 
   9250.0, 165,     9.782, 7,    0.0569,    0.0812, 4 
   9260.0, 164,    10.034, 7,    0.0565,    0.0843, 4 
   9270.0, 164,    11.115, 6,    0.0594,    0.0858, 4 
   9280.0, 161,    11.407, 6,    0.0607,    0.0859, 5 
   9290.0, 161,    10.733, 6,    0.0601,    0.0877, 4 
   9300.0, 160,    10.578, 6,    0.0601,    0.0862, 4 
   9310.0, 159,    10.405, 6,    0.0670,    0.0870, 4 
   9320.0, 158,    10.109, 6,    0.0639,    0.0862, 4 
   9330.0, 158,    10.969, 6,    0.0657,    0.0856, 4 
   9340.0, 157,    10.895, 5,    0.0681,    0.0863, 4 
   9350.0, 157,    10.805, 5,    0.0686,    0.0860, 4 
   9360.0, 156,    10.633, 4,    0.0686,    0.0897, 4 
   9370.0, 154,    11.051, 4,    0.0639,    0.0870, 4 
   9380.0, 152,    10.549, 4,    0.0682,    0.0871, 4 
   9390.0, 152,    10.530, 4,    0.0660,    0.0868, 4 
   9400.0, 152,    11.107, 4,    0.0663,    0.0862, 4 
   9410.0, 150,    10.815, 4,    0.0670,    0.0871, 4 
   9420.0, 148,    10.416, 4,    0.0670,    0.0850, 4 
   9430.0, 147,    10.503, 4,    0.0622,    0.0819, 4 
   9440.0, 147,    10.152, 4,    0.0652,    0.0848, 4 
   9450.0, 146,    10.592, 4,    0.0619,    0.0864, 4 
   9460.0, 145,    11.000, 4,    0.0637,    0.0860, 4 
   9470.0, 142,    11.023, 4,    0.0658,    0.0852, 4 
   9480.0, 142,     9.840, 4,    0.0658,    0.0852, 4 
   9490.0, 141,     9.894, 4,    0.0677,    0.0855, 4 
   9500.0, 141,     9.784, 4,    0.0604,    0.0867, 4 
   9510.0, 139,    10.354, 4,    0.0631,    0.0880, 5 
   9520.0, 138,    10.367, 4,    0.0645,    0.0896, 5 
   9530.0, 136,    10.129, 3,    0.0681,    0.0916, 6 
   9540.0, 135,     9.911, 3,    0.0681,    0.0924, 6 
   9550.0, 134,    10.827, 3,    0.0534,    0.0911, 6 
   9560.0, 132,    10.346, 3,    0.0618,    0.0887, 6 
   9570.0, 132,    10.961, 3,    0.0659,    0.0900, 6 
   9580.0, 131,    10.517, 3,    0.0619,    0.0893, 6 
   9590.0, 130,    10.578, 3,    0.0620,    0.0901, 6 
   9600.0, 130,    11.000, 3,    0.0620,    0.0879, 7 
   9610.0, 129,    10.439, 3,    0.0613,    0.0959, 8 
   9620.0, 128,    10.148, 3,    0.0594,    0.0938, 8 
   9630.0, 128,    10.718, 3,    0.0606,    0.0923, 7 
   9640.0, 128,    10.064, 3,    0.0571,    0.0945, 7 
   9650.0, 128,    11.624, 3,    0.0592,    0.0967, 7 
   9660.0, 127,     9.613, 3,    0.0592,    0.0961, 7 
   9670.0, 126,     9.958, 3,    0.0551,    0.0941, 6 
   9680.0, 125,    10.255, 3,    0.0563,    0.0931, 6 
   9690.0, 125,    10.811, 3,    0.0606,    0.0934, 6 
   9700.0, 124,    10.502, 3,    0.0609,    0.0932, 6 
   9710.0, 123,    10.428, 3,    0.0623,    0.0933, 6 
   9720.0, 123,     9.990, 3,    0.0623,    0.0969, 6 
   9730.0, 120,    10.151, 3,    0.0743,    0.0918, 4 
   9740.0, 119,    10.505, 3,    0.0766,    0.0895, 4 
   9750.0, 119,    10.534, 3,    0.0748,    0.0920, 4 
   9760.0, 118,    10.661, 3,    0.0714,    0.0920, 5 
   9770.0, 118,    11.475, 3,    0.0712,    0.0954, 5 
   9780.0, 117,    10.461, 3,    0.0712,    0.0963, 5 
   9790.0, 117,    11.054, 3,    0.0697,    0.0951, 5 
   9800.0, 117,    10.653, 3,    0.0702,    0.0948, 5 
   9810.0, 116,    10.113, 3,    0.0724,    0.0975, 5 
   9820.0, 114,    10.579, 3,    0.0712,    0.0952, 5 
   9830.0, 114,    10.679, 3,    0.0738,    0.0975, 5 
   9840.0, 113,    10.567, 3,    0.0738,    0.0969, 5 
   9850.0, 112,    10.683, 3,    0.0651,    0.0974, 4 
   9860.0, 112,    10.076, 3,    0.0692,    0.0941, 4 
   9870.0, 112,    10.342, 3,    0.0676,    0.0955, 4 
   9880.0, 111,    10.511, 3,    0.0681,    0.0974, 5 
   9890.0, 110,    10.889, 3,    0.0689,    0.0989, 5 
   9900.0, 109,     9.658, 3,    0.0689,    0.0971, 5 
   9910.0, 108,    10.184, 3,    0.0711,    0.0951, 4 
   9920.0, 107,    10.292, 3,    0.0700,    0.0924, 4 
   9930.0, 107,    10.008, 3,    0.0667,    0.0910, 4 
   9940.0, 107,    10.634, 3,    0.0645,    0.0918, 5 
   9950.0, 106,    10.310, 3,    0.0666,    0.0952, 5 
   9960.0, 106,    10.599, 3,    0.0666,    0.0953, 5 
   9970.0, 106,    10.914, 3,    0.0748,    0.0940, 4 
   9980.0, 106,    11.339, 3,    0.0790,    0.0933, 4 
   9990.0, 104,    10.169, 3,    0.0760,    0.0929, 4 
  10000.0, 104,    10.420, 3,    0.0743,    0.0927, 4 
  10010.0, 104,    10.244, 3,    0.0767,    0.0943, 4 
  10020.0, 104,    10.526, 3,    0.0767,    0.0947, 4 
  10030.0, 103,    10.362, 3,    0.0688,    0.0933, 4 
  10040.0, 99,     9.291, 3,    0.0662,    0.0917, 4 
  10050.0, 99,    10.572, 3,    0.0636,    0.0833, 4 
  10060.0, 99,    11.427, 3,    0.0654,    0.0855, 4 
  10070.0, 98,    10.465, 3,    0.0650,    0.0862, 4 
  10080.0, 97,    11.366, 3,    0.0650,    0.0875, 4 
  10090.0, 96,    10.382, 3,    0.0715,    0.0880, 3 
  10100.0, 95,    11.726, 3,    0.0733,    0.0869, 3 
  10110.0, 94,    10.448, 3,    0.0667,    0.0861, 3 
  10120.0, 94,    10.330, 3,    0.0679,    0.0881, 4 
  10130.0, 93,    10.265, 3,    0.0689,    0.0942, 4 
  10140.0, 92,    10.165, 3,    0.0689,    0.0962, 4 
  10150.0, 90,    11.569, 3,    0.0870,    0.0976, 4 
  10160.0, 89,    10.297, 3,    0.0759,    0.0953, 4 
  10170.0, 88,     9.925, 3,    0.0737,    0.0981, 5 
  10180.0, 83,    10.954, 3,    0.0731,    0.0987, 5 
  10190.0, 79,    11.286, 3,    0.0753,    0.0979, 5 
  10200.0, 77,    11.083, 3,    0.0753,    0.0964, 5 
  10210.0, 76,    10.824, 3,    0.0634,    0.0944, 6 
  10220.0, 76,    10.520, 3,    0.0630,    0.0966, 6 
  10230.0, 73,    10.016, 3,    0.0636,    0.0969, 6 
  10240.0, 71,    10.759, 3,    0.0647,    0.0918, 5 
  10250.0, 69,    11.736, 3,    0.0662,    0.0897, 5 
  10260.0, 68,    11.139, 3,    0.0662,    0.0875, 5 
  10270.0, 68,    11.155, 3,    0.0567,    0.0888, 4 
  10280.0, 68,    11.558, 3,    0.0675,    0.0887, 4 
  10290.0, 67,    11.291, 3,    0.0683,    0.0874, 4 
  10300.0, 67,    11.427, 3,    0.0691,    0.0848, 4 
  10310.0, 65,    10.326, 3,    0.0671,    0.0857, 4 
  10320.0, 65,    10.109, 3,    0.0671,    0.0831, 4 
  10330.0, 65,    11.268, 3,    0.0708,    0.0833, 3 
  10340.0, 65,    10.882, 3,    0.0670,    0.0806, 3 
  10350.0, 65,    11.154, 3,    0.0625,    0.0821, 3 
  10360.0, 63,     9.969, 3,    0.0616,    0.0792, 3 
  10370.0, 63,    10.459, 3,    0.0616,    0.0800, 3 
  10380.0, 63,    10.199, 3,    0.0616,    0.0807, 3 
  10390.0, 62,    10.882, 3,    0.0664,    0.0787, 2 
  10400.0, 60,    10.795, 3,    0.0639,    0.0733, 2 
  10410.0, 59,     9.966, 3,    0.0605,    0.0718, 2 
  10420.0, 56,    10.754, 3,    0.0603,    0.0718, 2 
  10430.0, 56,     9.471, 3,    0.0582,    0.0692, 2 
  10440.0, 55,    10.359, 3,    0.0582,    0.0703, 2 
  10450.0, 54,    10.009, 3,    0.0494,    0.0706, 2 
  10460.0, 54,    11.496, 3,    0.0561,    0.0695, 2 
  10470.0, 54,    10.500, 3,    0.0580,    0.0685, 2 
  10480.0, 54,    10.471, 3,    0.0565,    0.0718, 2 
  10490.0, 54,    10.742, 3,    0.0572,    0.0714, 2 
  10500.0, 54,    11.123, 3,    0.0572,    0.0747, 2 
  10510.0, 53,    10.416, 3,    0.0476,    0.0742, 3 
  10520.0, 53,     9.386, 3,    0.0477,    0.0744, 3 
  10530.0, 53,    11.058, 2,    0.0529,    0.0765, 4 
  10540.0, 53,     9.953, 2,    0.0522,    0.0768, 4 
  10550.0, 53,    10.690, 2,    0.0522,    0.0762, 4 
  10560.0, 52,     9.734, 2,    0.0522,    0.0750, 4 
  10570.0, 52,     9.687, 2,    0.0576,    0.0799, 4 
  10580.0, 52,     9.442, 2,    0.0510,    0.0816, 4 
  10590.0, 49,     9.613, 2,    0.0492,    0.0735, 4 
  10600.0, 48,    10.441, 2,    0.0526,    0.0767, 4 
  10610.0, 48,    10.448, 2,    0.0541,    0.0749, 4 
  10620.0, 48,    10.684, 2,    0.0541,    0.0749, 4 
  10630.0, 46,    10.586, 2,    0.0484,    0.0749, 3 
  10640.0, 46,     8.957, 2,    0.0510,    0.0760, 4 
  10650.0, 46,    10.060, 2,    0.0561,    0.0775, 3 
  10660.0, 45,    11.914, 2,    0.0573,    0.0758, 3 
  10670.0, 45,     9.719, 2,    0.0564,    0.0723, 3 
  10680.0, 45,     9.452, 2,    0.0564,    0.0736, 3 
  10690.0, 45,     9.962, 2,    0.0528,    0.0712, 2 
  10700.0, 45,     9.458, 2,    0.0501,    0.0691, 2 
  10710.0, 44,    12.232, 2,    0.0611,    0.0707, 2 
  10720.0, 43,    10.049, 2,    0.0584,    0.0701, 2 
  10730.0, 43,    10.215, 2,    0.0581,    0.0670, 2 
  10740.0, 43,    11.837, 2,    0.0581,    0.0674, 3 
  10750.0, 43,     9.852, 2,    0.0583,    0.0710, 3 
  10760.0, 43,    11.021, 2,    0.0610,    0.0751, 3 
  10770.0, 43,    10.508, 2,    0.0636,    0.0767, 3 
  10780.0, 43,     9.792, 2,    0.0609,    0.0781, 3 
  10790.0, 43,    10.354, 2,    0.0624,    0.0791, 3 
  10800.0, 42,    12.014, 2,    0.0624,    0.0801, 3 
  10810.0, 42,    10.865, 2,    0.0616,    0.0780, 2 
  10820.0, 42,    12.549, 2,    0.0609,    0.0780, 2 
  10830.0, 42,    10.250, 2,    0.0630,    0.0778, 2 
  10840.0, 41,    10.307, 2,    0.0608,    0.0769, 2 
  10850.0, 41,     9.408, 2,    0.0586,    0.0774, 2 
  10860.0, 41,    11.097, 2,    0.0586,    0.0764, 2 
  10870.0, 40,    11.143, 2,    0.0711,    0.0777, 3 
  10880.0, 39,    10.243, 2,    0.0663,    0.0754, 3 
  10890.0, 39,    11.095, 2,    0.0637,    0.0791, 3 
  10900.0, 36,    10.619, 2,    0.0601,    0.0757, 3 
  10910.0, 36,    10.398, 2,    0.0586,    0.0734, 3 
  10920.0, 36,    10.915, 2,    0.0586,    0.0735, 3 
  10930.0, 36,    11.102, 2,    0.0502,    0.0701, 2 
  10940.0, 36,    11.658, 2,    0.0568,    0.0719, 2 
  10950.0, 36,    11.103, 2,    0.0572,    0.0715, 2 
  10960.0, 36,    11.214, 2,    0.0576,    0.0747, 3 
  10970.0, 36,     9.931, 2,    0.0569,    0.0742, 3 
  10980.0, 36,    11.107, 2,    0.0569,    0.0745, 3 
  10990.0, 36,    11.308, 2,    0.0571,    0.0762, 3 
  11000.0, 36,    10.381, 2,    0.0527,    0.0778, 3 
  11010.0, 36,    10.771, 2,    0.0570,    0.0784, 3 
  11020.0, 36,    11.328, 2,    0.0563,    0.0805, 3 
  11030.0, 36,    11.638, 2,    0.0564,    0.0772, 3 
  11040.0, 36,    11.937, 2,    0.0564,    0.0783, 3 
  11050.0, 36,    10.825, 2,    0.0538,    0.0800, 3 
  11060.0, 36,    12.266, 2,    0.0628,    0.0788, 3 
  11070.0, 35,    11.268, 2,    0.0579,    0.0811, 3 
  11080.0, 35,     8.915, 2,    0.0585,    0.0785, 3 
  11090.0, 35,    10.521, 2,    0.0619,    0.0762, 3 
  11100.0, 35,     9.236, 2,    0.0619,    0.0779, 3 
  11110.0, 34,    10.163, 2,    0.0726,    0.0783, 3 
  11120.0, 34,    10.839, 2,    0.0642,    0.0765, 3 
  11130.0, 33,     9.992, 2,    0.0615,    0.0757, 3 
  11140.0, 33,    10.622, 2,    0.0599,    0.0760, 3 
  11150.0, 33,    10.184, 2,    0.0585,    0.0755, 3 
  11160.0, 33,     9.079, 2,    0.0585,    0.0769, 3 
  11170.0, 33,    10.729, 2,    0.0607,    0.0774, 3 
  11180.0, 33,    10.275, 2,    0.0618,    0.0744, 3 
  11190.0, 33,    10.876, 2,    0.0608,    0.0752, 3 
  11200.0, 33,    10.256, 2,    0.0603,    0.0758, 3 
  11210.0, 33,    11.336, 2,    0.0587,    0.0771, 3 
  11220.0, 33,    10.506, 2,    0.0587,    0.0791, 3 
  11230.0, 33,     9.730, 2,    0.0515,    0.0809, 3 
  11240.0, 33,    10.477, 2,    0.0503,    0.0775, 3 
  11250.0, 32,    10.331, 2,    0.0484,    0.0782, 3 
  11260.0, 32,    10.559, 2,    0.0518,    0.0797, 3 
  11270.0, 32,     9.737, 2,    0.0499,    0.0777, 3 
  11280.0, 32,    10.384, 2,    0.0499,    0.0791, 4 
  11290.0, 31,    11.934, 2,    0.0524,    0.0826, 4 
  11300.0, 31,    11.904, 2,    0.0529,    0.0773, 4 
  11310.0, 30,    11.129, 2,    0.0526,    0.0764, 4 
  11320.0, 30,    10.951, 2,    0.0542,    0.0746, 4 
  11330.0, 30,    10.632, 2,    0.0562,    0.0723, 3 
  11340.0, 30,    10.646, 2,    0.0562,    0.0739, 4 
  11350.0, 30,    11.413, 2,    0.0674,    0.0738, 2 
  11360.0, 30,    10.382, 2,    0.0647,    0.0748, 2 
  11370.0, 30,    11.000, 2,    0.0665,    0.0738, 2 
  11380.0, 30,    11.275, 2,    0.0666,    0.0734, 2 
  11390.0, 30,    11.590, 2,    0.0646,    0.0742, 2 
  11400.0, 29,    11.353, 2,    0.0646,    0.0736, 2 
  11410.0, 29,     9.671, 2,    0.0467,    0.0682, 1 
  11420.0, 29,     9.153, 2,    0.0454,    0.0660, 1 
  11430.0, 28,    12.778, 2,    0.0536,    0.0619, 1 
  11440.0, 28,    11.972, 2,    0.0558,    0.0659, 1 
  11450.0, 28,    10.866, 2,    0.0570,    0.0664, 1 
  11460.0, 28,    10.654, 2,    0.0570,    0.0647, 1 
  11470.0, 28,    10.926, 2,    0.0627,    0.0643, 1 
  11480.0, 27,     9.834, 2,    0.0644,    0.0669, 1 
  11490.0, 27,    11.392, 2,    0.0654,    0.0642, 1 
  11500.0, 27,     9.141, 2,    0.0593,    0.0637, 1 
  11510.0, 27,    11.415, 2,    0.0567,    0.0660, 1 
  11520.0, 27,    10.097, 2,    0.0567,    0.0659, 1 
  11530.0, 27,    11.054, 2,    0.0605,    0.0649, 1 
  11540.0, 25,     9.108, 2,    0.0556,    0.0622, 1 
  11550.0, 25,     9.901, 2,    0.0520,    0.0615, 1 
  11560.0, 25,    10.907, 2,    0.0528,    0.0637, 2 
  11570.0, 25,    10.620, 2,    0.0529,    0.0643, 2 
  11580.0, 25,    11.004, 2,    0.0529,    0.0681, 2 
  11590.0, 24,     9.831, 2,    0.0576,    0.0668, 2 
  11600.0, 24,    11.020, 2,    0.0557,    0.0647, 2 
  11610.0, 24,    10.535, 2,    0.0552,    0.0640, 3 
  11620.0, 24,     9.457, 2,    0.0525,    0.0668, 3 
  11630.0, 23,     9.446, 2,    0.0498,    0.0647, 3 
  11640.0, 23,    10.824, 2,    0.0498,    0.0629, 3 
  11650.0, 23,     9.316, 2,    0.0354,    0.0606, 2 
  11660.0, 23,    11.717, 2,    0.0434,    0.0632, 3 
  11670.0, 23,    12.551, 2,    0.0475,    0.0651, 3 
  11680.0, 23,    10.813, 2,    0.0470,    0.0663, 3 
  11690.0, 22,    11.554, 2,    0.0499,    0.0670, 4 
  11700.0, 22,    10.227, 2,    0.0499,    0.0656, 4 
  11710.0, 22,    11.298, 2,    0.0545,    0.0659, 4 
  11720.0, 22,     9.924, 2,    0.0494,    0.0668, 4 
  11730.0, 22,     9.504, 2,    0.0474,    0.0656, 4 
  11740.0, 22,    10.841, 2,    0.0450,    0.0673, 4 
  11750.0, 22,    12.020, 2,    0.0475,    0.0718, 4 
  11760.0, 22,     9.465, 2,    0.0475,    0.0718, 4 
  11770.0, 22,    10.653, 2,    0.0571,    0.0703, 4 
  11780.0, 22,    10.959, 2,    0.0581,    0.0664, 3 
  11790.0, 22,     9.437, 2,    0.0508,    0.0669, 3 
  11800.0, 21,    11.704, 2,    0.0533,    0.0665, 3 
  11810.0, 21,     9.672, 2,    0.0508,    0.0670, 3 
  11820.0, 21,    11.365, 2,    0.0508,    0.0679, 3 
  11830.0, 20,     9.180, 2,    0.0462,    0.0610, 2 
  11840.0, 20,     8.744, 2,    0.0436,    0.0602, 2 
  11850.0, 20,    10.768, 2,    0.0440,    0.0620, 2 
  11860.0, 20,     9.346, 2,    0.0410,    0.0627, 2 
  11870.0, 20,     9.989, 2,    0.0412,    0.0636, 2 
  11880.0, 20,     9.865, 2,    0.0412,    0.0612, 2 
  11890.0, 20,    12.128, 2,    0.0661,    0.0591, 2 
  11900.0, 20,     9.876, 2,    0.0544,    0.0612, 2 
  11910.0, 20,    10.820, 2,    0.0534,    0.0613, 2 
  11920.0, 20,     8.938, 2,    0.0513,    0.0606, 2 
  11930.0, 20,     9.925, 2,    0.0509,    0.0619, 2 
  11940.0, 20,    11.932, 2,    0.0509,    0.0607, 2 
  11950.0, 20,    10.897, 2,    0.0482,    0.0623, 2 
  11960.0, 20,    10.545, 2,    0.0449,    0.0615, 2 
  11970.0, 20,    13.715, 2,    0.0472,    0.0628, 2 
  11980.0, 20,    10.443, 2,    0.0481,    0.0615, 3 
  11990.0, 19,    10.422, 2,    0.0500,    0.0686, 3 
  12000.0, 19,     8.934, 2,    0.0500,    0.0652, 3 
  12010.0, 18,    11.645, 2,    0.0565,    0.0625, 3 
  12020.0, 18,    12.416, 2,    0.0503,    0.0609, 3 
  12030.0, 18,     9.120, 2,    0.0453,    0.0603, 3 
  12040.0, 18,    11.393, 2,    0.0467,    0.0597, 3 
  12050.0, 17,     7.903, 2,    0.0441,    0.0618, 3 
  12060.0, 17,    10.331, 2,    0.0441,    0.0573, 3 
  12070.0, 17,    10.818, 2,    0.0489,    0.0578, 3 
  12080.0, 17,    12.550, 2,    0.0522,    0.0574, 3 
  12090.0, 17,    11.074, 2,    0.0487,    0.0573, 3 
  12100.0, 17,    12.892, 2,    0.0505,    0.0575, 3 
  12110.0, 17,     8.118, 2,    0.0455,    0.0568, 3 
  12120.0, 17,    11.380, 2,    0.0455,    0.0553, 3 
  12130.0, 16,     9.730, 2,    0.0377,    0.0514, 1 
  12140.0, 16,     9.614, 2,    0.0355,    0.0493, 1 
  12150.0, 15,     8.868, 2,    0.0357,    0.0486, 1 
  12160.0, 14,     9.230, 2,    0.0329,    0.0461, 1 
  12170.0, 13,     9.425, 2,    0.0331,    0.0426, 1 
  12180.0, 13,     9.028, 2,    0.0331,    0.0426, 1 
  12190.0, 13,     9.278, 2,    0.0289,    0.0440, 1 
  12200.0, 12,     8.042, 2,    0.0284,    0.0430, 1 
  12210.0, 12,    11.319, 2,    0.0273,    0.0408, 1 
  12220.0, 12,    10.283, 2,    0.0288,    0.0404, 1 
  12230.0, 12,     9.873, 2,    0.0294,    0.0417, 1 
  12240.0, 12,    10.853, 2,    0.0294,    0.0398, 1 
  12250.0, 12,    10.165, 2,    0.0313,    0.0405, 1 
  12260.0, 11,    11.765, 2,    0.0335,    0.0384, 1 
  12270.0, 11,    13.037, 2,    0.0331,    0.0376, 1 
  12280.0, 11,     8.261, 2,    0.0309,    0.0384, 1 
  12290.0, 11,     8.832, 2,    0.0300,    0.0374, 1 
  12300.0, 11,     9.446, 2,    0.0300,    0.0384, 1 
  12310.0, 11,    10.453, 2,    0.0286,    0.0396, 1 
  12320.0, 11,    10.575, 2,    0.0297,    0.0376, 1 
  12330.0, 11,     9.746, 2,    0.0311,    0.0365, 1 
  12340.0, 11,    10.307, 2,    0.0314,    0.0380, 1 
  12350.0, 10,    11.181, 2,    0.0307,    0.0364, 1 
  12360.0, 10,    11.503, 2,    0.0307,    0.0333, 1 
  12370.0, 10,    10.965, 2,    0.0239,    0.0318, 1 
  12380.0, 9,    13.782, 2,    0.0256,    0.0306, 1 
  12390.0, 9,    10.179, 2,    0.0241,    0.0303, 1 
  12400.0, 9,     7.739, 2,    0.0231,    0.0297, 1 
  12410.0, 9,     9.796, 2,    0.0225,    0.0316, 1 
  12420.0, 8,    10.022, 2,    0.0225,    0.0279, 1 
  12430.0, 8,    10.505, 2,    0.0214,    0.0262, 1 
  12440.0, 8,    11.227, 2,    0.0211,    0.0276, 1 
  12450.0, 8,    10.885, 2,    0.0208,    0.0278, 1 
  12460.0, 8,     9.947, 2,    0.0223,    0.0270, 1 
  12470.0, 8,    11.990, 2,    0.0214,    0.0267, 1 
  12480.0, 8,    12.072, 2,    0.0214,    0.0281, 1 
  12490.0, 8,     8.865, 2,    0.0140,    0.0270, 1 
  12500.0, 8,    12.480, 2,    0.0189,    0.0270, 1 
  12510.0, 8,    11.575, 2,    0.0197,    0.0283, 1 
  12520.0, 8,    10.321, 2,    0.0188,    0.0274, 1 
  12530.0, 8,     8.026, 2,    0.0184,    0.0264, 1 
  12540.0, 8,    11.021, 2,    0.0184,    0.0265, 1 
  12550.0, 8,    10.240, 2,    0.0277,    0.0251, 0 
  12560.0, 8,    10.365, 2,    0.0262,    0.0257, 0 
  12570.0, 8,     9.951, 2,    0.0222,    0.0260, 0 
  12580.0, 8,    12.356, 2,    0.0229,    0.0251, 0 
  12590.0, 8,    12.534, 2,    0.0216,    0.0266, 0 
  12600.0, 8,     7.952, 2,    0.0216,    0.0256, 0 
  12610.0, 8,    11.672, 2,    0.0278,    0.0236, 0 
